1、序号,2、您的性别:,3、您的年龄：,4、您目前所在的学校类型：,5、学校属于教研体系建设县（市、区）教研项目（中山小榄）中哪一类：,6、本学期，您任教的学科是:,7、您的教龄（正式教学年限）：,8、您是否担任过以下职务（可多选）：(备课组长),8、(教研组长),8、(教务主任/教学副校长),8、(校本课程开发负责人),8、(暂无担任),9、您是否参加过与“课程领导力”相关的教师培训或课题项目？,10、您的最高学历：,11、您目前的职称：,12、您当前任教的学校名称是：,13、您最高学历所学的专业类别是?,14、您是否是师范类专业毕业?,15、您的岗位性质是:,16、您目前任教的年级是:【可多选】(小学一年级),16、(小学二年级),16、(小学三年级),16、(小学四年级),16、(小学五年级),16、(小学六年级),16、(初一),16、(初二),16、(初三),16、(高一),16、(高二),16、(高三),17、您在本学期是否担任班主任:,创新教学观总分,创造力效能感总分,创造性教学情况总分,创造力成长观总分
1162,2,2,4,3,3,3,0,0,0,0,1,2,2,1,49,1,2,4,0,0,0,0,0,0,0,1,0,0,0,0,1,76,24,137,42
1163,2,2,4,2,7,2,0,0,0,0,1,2,2,1,42,2,1,5,0,0,0,0,0,0,0,1,0,0,0,0,2,60,16,84,30
1164,2,6,1,2,1,6,1,1,1,0,0,2,2,3,12,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,85,25,132,40
1165,1,3,1,1,11,2,0,0,0,0,1,2,2,1,16,5,1,3,1,1,1,0,1,1,0,0,0,0,0,0,2,54,24,112,30
1166,1,3,4,3,5,4,0,0,0,0,1,2,2,1,49,2,2,4,0,0,0,0,0,0,0,1,1,0,0,0,2,59,17,102,25
1167,2,2,4,3,6,4,0,0,0,0,1,2,2,1,49,2,1,4,0,0,0,0,0,0,0,0,1,0,0,0,2,68,19,124,37
1168,2,2,1,3,1,3,0,0,0,0,1,1,2,4,23,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,74,20,119,38
1169,1,3,4,1,11,2,0,0,0,0,1,2,2,1,46,5,2,4,0,0,0,0,0,0,1,0,0,0,0,0,2,51,24,138,39
1170,1,3,3,3,5,3,1,0,0,0,0,2,2,4,49,2,1,4,0,0,0,0,0,0,0,1,1,0,0,0,1,51,28,140,39
1171,2,5,1,3,1,6,0,1,0,0,0,2,2,2,12,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,57,24,140,30
1172,2,5,1,2,3,6,1,0,0,0,0,2,2,3,31,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,2,54,20,84,30
1173,1,5,1,3,11,6,0,0,0,1,0,2,2,3,12,5,1,2,1,0,0,0,1,1,0,0,0,0,0,0,2,81,19,110,44
1174,2,5,2,1,5,6,1,0,0,0,0,2,2,4,8,3,1,3,0,0,0,0,0,0,0,0,1,0,0,0,2,68,9,109,38
1175,2,1,4,1,3,2,1,0,0,0,0,2,2,4,49,1,1,4,0,0,0,0,0,0,1,0,0,0,0,0,1,67,24,116,33
1176,1,6,1,1,3,6,1,0,0,0,0,1,2,3,3,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,2,61,28,130,34
1177,2,3,4,3,6,5,0,0,0,0,1,2,2,2,49,2,1,4,0,0,0,0,0,0,1,1,0,0,0,0,2,72,16,110,37
1178,2,3,4,3,6,4,1,0,0,0,0,2,2,1,49,2,1,4,0,0,0,0,0,0,0,0,1,0,0,0,2,72,24,129,34
1179,1,6,1,1,1,6,1,0,0,0,0,2,2,2,12,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,2,68,24,138,40
1180,2,2,4,3,13,4,0,0,0,0,1,2,2,2,49,4,1,4,0,0,0,0,0,0,1,1,1,0,0,0,2,60,16,81,31
1181,2,2,1,1,2,4,0,0,0,0,1,2,2,4,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,1,69,18,87,38
1182,2,2,1,1,3,3,0,0,0,0,1,2,2,1,16,1,2,3,0,1,0,0,0,1,0,0,0,0,0,0,1,70,21,97,32
1183,2,6,1,1,1,6,1,0,0,0,0,2,2,3,16,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,60,24,113,30
1184,2,6,2,1,3,6,0,0,0,0,1,2,2,2,8,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,2,58,13,107,27
1185,2,1,1,3,15,2,0,0,0,0,1,2,2,1,16,2,1,2,1,1,1,1,1,1,0,0,0,0,0,0,2,77,20,112,34
1186,2,2,1,3,15,2,0,0,0,0,1,2,4,1,12,1,2,3,1,1,1,1,1,1,0,0,0,0,0,0,2,62,19,105,36
1187,2,6,1,3,2,6,0,0,0,0,1,2,2,2,16,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,2,51,19,116,37
1188,2,3,1,1,1,4,0,0,0,0,1,2,2,2,12,4,1,6,1,1,0,0,0,0,0,0,0,0,0,0,1,79,23,140,37
1189,2,1,1,1,1,1,0,0,0,0,1,2,2,1,22,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,56,23,100,33
1190,2,2,4,3,10,4,0,0,0,0,1,2,2,1,42,1,1,4,0,0,0,0,0,0,1,0,0,0,0,0,2,95,28,140,38
1191,2,5,1,1,3,6,0,1,0,0,0,2,2,3,23,1,1,4,1,0,0,0,0,1,0,0,0,0,0,0,2,57,20,99,38
1192,2,4,1,1,2,4,0,0,0,0,1,2,2,1,22,1,2,3,0,1,0,0,0,0,0,0,0,0,0,0,2,72,21,111,36
1193,1,5,4,3,3,6,0,0,0,0,1,2,2,4,49,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,2,60,20,79,30
1194,2,2,1,3,13,3,0,0,0,0,1,2,2,1,23,4,2,2,1,1,1,0,1,0,0,0,0,0,0,0,2,54,24,112,30
1195,2,2,1,1,1,2,0,0,0,0,1,1,2,1,40,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,70,28,124,36
1196,2,2,1,1,1,4,1,0,0,0,0,1,2,1,40,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,57,21,121,32
1197,1,6,1,3,13,6,0,0,0,0,1,1,1,3,16,4,1,2,0,0,0,0,1,1,0,0,0,0,0,0,2,51,28,140,30
1198,1,4,1,1,1,6,0,1,0,0,0,1,2,2,40,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,1,53,22,112,28
1199,2,1,1,1,1,2,0,0,0,0,1,1,2,1,40,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,75,24,112,32
1200,2,3,4,3,10,3,1,0,0,0,0,2,2,1,49,1,1,4,0,0,0,0,0,0,1,0,0,0,0,0,2,57,20,84,30
1201,2,5,1,1,13,6,1,0,0,0,0,1,2,2,40,4,1,4,1,0,1,0,0,1,0,0,0,0,0,0,2,96,28,140,44
1202,1,5,1,1,2,4,0,0,0,0,1,2,2,1,40,1,2,3,0,0,0,0,0,1,0,0,0,0,0,0,1,58,20,112,30
1203,2,3,1,1,1,5,1,0,0,0,0,1,2,2,40,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,1,62,20,102,33
1204,2,5,1,3,3,6,0,1,0,0,0,2,2,3,12,1,1,2,1,1,1,0,1,0,0,0,0,0,0,0,2,54,24,112,32
1205,2,4,1,1,8,5,0,1,0,0,0,2,2,2,40,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,94,16,134,41
1206,2,4,1,1,1,5,1,0,0,0,0,1,2,2,40,4,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,56,24,140,36
1207,2,4,1,1,1,6,0,1,0,0,0,1,2,2,40,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,74,28,140,33
1208,1,6,1,3,13,6,0,1,0,0,0,2,2,3,23,4,1,2,0,1,1,1,0,0,0,0,0,0,0,0,2,77,23,115,34
1209,1,4,1,1,1,5,0,0,0,0,1,1,2,4,40,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,1,64,28,140,30
1210,1,6,1,2,11,6,0,0,0,1,0,1,2,3,16,5,1,2,0,0,0,1,1,0,0,0,0,0,0,0,2,63,17,134,29
1211,2,5,1,3,1,6,0,0,0,0,1,1,2,2,40,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,1,90,23,112,39
1212,1,6,1,1,1,6,0,0,0,0,1,1,1,2,40,6,1,4,0,0,1,0,0,0,0,0,0,0,0,0,1,56,16,106,29
1213,1,4,4,1,2,4,0,0,0,0,1,2,2,1,49,2,1,4,0,0,0,0,0,0,0,0,1,0,0,0,1,72,18,100,33
1214,2,4,1,1,8,5,0,0,0,0,1,1,2,2,40,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,51,24,128,33
1215,1,6,1,2,14,6,1,0,0,0,0,2,3,2,25,6,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,58,27,123,34
1216,2,3,1,1,1,4,1,0,0,0,0,1,2,2,40,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,79,12,138,43
1217,2,4,1,1,1,6,1,0,0,0,0,1,2,2,40,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,1,87,28,139,29
1218,2,3,1,1,1,4,0,1,0,0,0,2,4,2,16,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,71,24,133,33
1219,1,4,1,1,2,6,0,0,1,0,0,1,2,3,40,2,1,4,0,0,0,0,0,1,0,0,0,0,0,0,1,56,28,140,46
1220,2,2,1,1,1,2,0,0,0,0,1,1,1,1,40,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,90,20,116,47
1221,2,5,1,3,3,6,0,0,1,0,0,2,3,2,12,2,1,2,0,0,0,1,0,1,0,0,0,0,0,0,2,90,24,112,45
1222,2,4,1,1,1,5,1,0,0,0,0,1,2,2,40,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,1,77,22,128,41
1223,1,6,1,3,14,6,0,1,0,0,0,1,2,3,12,6,1,2,0,0,1,0,1,0,0,0,0,0,0,0,1,85,24,112,45
1224,2,5,1,1,3,6,1,1,0,0,0,2,2,2,16,1,1,2,1,0,0,1,1,0,0,0,0,0,0,0,2,96,20,102,38
1225,2,1,1,1,1,2,0,0,0,0,1,1,2,1,40,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,60,20,115,31
1226,2,3,1,1,1,5,0,0,0,0,1,1,2,1,40,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,82,28,140,32
1227,1,5,4,3,8,6,0,0,0,0,1,2,2,2,49,6,1,4,0,0,0,0,0,0,1,1,0,0,0,0,1,60,25,112,33
1228,2,3,1,1,1,3,0,0,0,0,1,1,2,4,40,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0,1,66,22,90,31
1229,2,6,4,3,2,6,0,0,0,0,1,2,2,4,49,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,1,62,15,103,36
1230,2,2,1,2,3,3,0,0,0,1,0,2,2,1,31,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,1,76,12,108,37
1231,2,4,1,1,1,6,1,0,0,0,0,1,2,2,40,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,1,97,24,138,39
1232,1,3,1,1,8,5,1,0,0,0,0,1,2,4,40,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,1,96,26,136,40
1233,2,2,1,3,1,2,0,0,0,0,1,2,2,4,23,1,1,6,0,1,0,0,0,0,0,0,0,0,0,0,1,86,24,112,39
1234,2,1,1,1,1,2,0,0,0,0,1,1,2,1,40,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,57,23,130,27
1235,2,4,1,1,1,5,1,0,0,0,0,1,2,2,40,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,75,14,125,40
1236,1,6,1,3,1,6,0,0,0,0,1,1,2,3,16,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,2,75,24,110,32
1237,2,3,1,1,1,4,0,0,0,0,1,1,2,4,40,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,1,72,8,122,36
1238,2,5,1,1,1,6,0,1,0,0,0,1,2,3,40,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,84,20,137,40
1239,2,4,1,2,2,5,0,0,0,0,1,2,2,2,25,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,51,28,140,30
1240,2,4,1,1,1,5,0,0,0,0,1,1,2,4,40,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,1,56,8,94,30
1241,1,4,1,3,11,6,0,0,0,0,1,2,2,2,16,5,1,2,1,1,0,1,1,0,0,0,0,0,0,0,2,57,20,84,30
1242,2,2,1,1,1,3,0,0,0,0,1,1,2,4,40,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,86,23,117,46
1243,2,2,1,2,1,3,0,0,0,0,1,2,2,1,23,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,53,19,112,31
1244,2,5,1,1,1,5,0,0,0,0,1,1,2,2,40,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,1,87,28,139,35
1245,1,5,1,1,1,6,1,0,0,0,0,1,2,2,40,1,2,3,0,0,0,1,0,0,0,0,0,0,0,0,1,84,24,123,42
1246,2,2,1,1,2,2,0,0,0,0,1,2,2,1,25,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0,2,69,22,111,34
1247,2,4,1,1,1,5,1,0,0,0,0,1,2,4,40,2,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1,92,18,128,43
1248,1,6,1,1,1,6,0,0,0,0,1,1,2,3,40,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,51,28,140,43
1249,1,5,1,1,1,6,0,1,0,0,0,1,2,2,40,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,1,86,20,111,38
1250,2,4,1,1,1,5,1,0,0,0,0,1,2,2,40,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,72,19,100,36
1251,2,4,1,1,1,6,1,0,0,0,0,1,2,2,40,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,1,74,19,106,38
1252,2,1,4,3,12,2,0,0,0,0,1,2,2,1,49,4,1,5,0,0,0,0,0,0,1,1,1,0,0,0,2,57,20,105,30
1253,2,4,2,1,3,3,0,0,0,0,1,2,2,1,8,1,2,3,0,0,0,0,0,0,0,0,1,0,0,0,1,69,20,98,41
1254,1,6,2,1,10,6,0,0,0,0,1,2,2,2,3,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,2,57,20,112,31
1255,2,3,1,1,2,4,0,0,0,0,1,2,2,1,16,1,2,3,0,1,0,0,0,0,0,0,0,0,0,0,2,66,13,127,33
1256,1,5,4,3,5,3,0,0,0,0,1,2,2,1,49,2,2,4,0,0,0,0,0,0,0,0,1,0,0,0,1,57,20,84,30
1257,2,4,1,1,1,5,0,0,0,0,1,1,2,2,40,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,94,24,133,41
1258,2,3,1,1,2,4,1,0,0,0,0,1,2,4,40,1,2,4,0,0,1,0,0,0,0,0,0,0,0,0,1,62,24,134,39
1259,1,4,1,1,11,6,0,0,0,0,1,2,2,2,14,5,1,2,0,1,1,0,0,0,0,0,0,0,0,0,2,60,16,84,30
1260,2,6,1,1,1,6,0,0,0,0,1,1,2,2,40,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,2,54,20,112,37
1261,2,3,1,3,12,4,0,0,0,0,1,1,2,2,12,4,2,2,1,1,0,0,1,0,0,0,0,0,0,0,2,58,16,112,29
1262,2,3,4,3,2,4,0,0,0,0,1,2,2,1,49,1,2,4,0,0,0,0,1,0,0,0,0,0,0,0,1,61,17,86,33
1263,2,5,1,1,1,5,1,0,0,0,0,1,2,2,40,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,71,20,105,35
1264,2,3,1,1,1,4,1,0,0,0,0,1,2,1,40,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,83,21,104,34
1265,2,2,1,3,11,3,0,0,0,0,1,2,2,1,22,5,1,3,1,1,1,1,0,0,0,0,0,0,0,0,2,76,21,91,29
1266,2,4,1,3,1,5,0,1,0,0,0,2,3,2,16,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,68,20,106,34
1267,1,5,1,1,2,6,1,1,1,0,0,1,2,3,40,6,1,4,0,0,0,0,1,0,0,0,0,0,0,0,2,83,22,119,33
1268,2,4,1,1,1,6,1,0,0,0,0,1,2,2,40,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,1,86,24,112,38
1269,2,2,2,3,2,3,0,0,0,0,1,1,2,1,31,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,88,24,140,38
1270,2,2,1,2,1,4,0,0,0,0,1,2,2,4,31,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,68,24,121,25
1271,1,2,4,1,2,2,0,0,0,0,1,2,2,1,49,2,2,4,0,0,0,0,0,0,0,0,1,0,0,0,1,57,20,127,32
1272,1,6,1,3,11,6,0,0,0,0,1,2,2,2,23,1,1,2,0,1,1,0,1,1,0,0,0,0,0,0,2,54,24,92,30
1273,2,1,4,3,12,2,0,0,0,0,1,2,3,1,49,4,1,4,0,0,0,0,0,0,1,1,1,0,0,0,2,77,24,112,30
1274,2,1,1,1,2,1,0,0,0,0,1,2,2,1,40,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,2,54,24,112,31
1275,2,6,1,3,12,6,0,0,0,0,1,2,2,3,23,4,1,2,0,1,1,0,1,1,0,0,0,0,0,0,2,85,21,114,39
1276,2,3,1,2,1,4,0,0,0,0,1,2,2,1,31,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1,61,18,110,31
1277,1,4,4,1,2,5,1,0,0,0,0,2,2,1,46,2,2,4,0,0,0,0,0,0,0,1,0,0,0,0,1,55,24,112,30
1278,2,4,1,1,3,3,0,0,0,0,1,2,2,2,23,1,1,3,0,1,0,1,0,0,0,0,0,0,0,0,2,100,28,136,30
1279,2,1,1,1,2,2,0,0,0,0,1,2,2,1,40,6,2,3,1,0,0,0,0,0,0,0,0,0,0,0,2,57,16,94,30
1280,1,6,1,3,2,6,0,0,1,0,0,1,2,2,10,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,2,54,24,112,43
1281,2,6,1,3,2,6,1,1,1,0,0,2,2,2,12,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,60,16,84,30
1282,2,2,1,2,1,2,0,0,0,0,1,2,2,1,25,1,2,6,1,0,0,0,0,0,0,0,0,0,0,0,1,72,20,113,35
1283,2,4,2,3,12,6,0,0,0,0,1,2,2,3,8,4,1,2,0,0,0,0,0,0,0,1,0,0,0,0,2,56,21,102,26
1284,1,1,4,3,10,1,0,0,0,0,1,2,2,1,49,2,1,4,0,0,0,0,0,0,1,0,0,0,0,0,2,54,20,108,36
1285,2,3,1,1,2,4,1,0,0,0,0,2,2,4,40,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,51,17,140,35
1286,2,5,1,3,15,6,1,0,0,0,0,2,2,4,23,1,1,6,0,1,0,0,0,0,0,0,0,0,0,0,1,90,24,117,40
1287,2,6,1,1,1,6,0,0,0,0,1,1,2,2,40,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,2,99,24,119,50
1288,2,4,1,2,1,5,0,0,0,0,1,2,2,2,31,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,54,24,110,37
1289,1,6,1,3,2,6,1,0,0,0,0,2,2,2,12,6,1,2,0,0,0,0,1,0,0,0,0,0,0,0,2,77,23,107,39
1290,2,4,4,3,2,5,0,0,0,0,1,1,2,2,49,2,1,4,0,0,0,0,0,0,1,0,0,0,0,0,2,87,20,80,26
1291,1,6,1,1,1,6,0,0,0,0,1,1,2,3,40,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,1,89,19,122,34
1292,1,6,1,1,11,6,0,0,0,0,1,1,2,2,40,5,1,4,0,0,1,1,1,1,0,0,0,0,0,0,2,57,22,103,30
1293,2,4,1,1,12,5,0,1,0,0,0,2,2,2,40,4,1,2,1,0,1,0,1,1,0,0,0,0,0,0,1,54,24,111,38
1294,2,2,1,3,1,3,0,0,0,0,1,1,2,4,12,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,61,19,120,22
1295,2,4,1,1,13,5,1,0,0,1,0,1,2,2,40,4,1,4,0,0,1,1,1,0,0,0,0,0,0,0,1,62,18,80,36
1296,1,6,1,1,4,6,0,0,0,0,1,2,2,3,25,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,2,67,16,87,36
1297,2,6,1,1,1,6,1,0,0,0,0,1,2,2,40,2,1,4,0,0,0,0,1,0,0,0,0,0,0,0,1,76,19,81,38
1298,2,2,1,3,2,3,1,0,0,0,0,2,2,1,12,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,67,20,99,39
1299,2,6,1,1,1,6,0,0,0,0,1,2,2,2,12,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,60,16,84,30
1300,2,2,1,2,2,1,0,0,0,0,1,2,2,1,31,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,1,52,25,122,31
1301,2,3,2,1,3,4,1,0,0,0,0,2,3,2,8,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,2,57,20,107,34
1302,1,4,4,3,9,5,1,1,0,0,0,2,2,1,46,1,1,4,0,0,0,0,0,0,1,0,0,0,0,0,2,82,21,124,33
1303,1,4,1,1,2,5,1,0,0,0,0,2,2,2,40,2,1,6,0,0,0,1,0,0,0,0,0,0,0,0,2,51,25,128,30
1304,2,2,1,3,1,3,0,0,0,0,1,2,2,1,12,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,87,16,140,28
1305,2,2,4,1,11,3,0,1,0,0,0,2,2,2,49,5,1,4,0,0,0,0,0,0,0,1,1,0,0,0,2,54,24,105,34
1306,2,3,4,1,2,4,1,0,0,0,0,2,2,1,49,2,1,4,0,0,0,0,0,0,0,0,1,0,0,0,1,51,24,120,32
1307,1,3,4,3,1,5,0,0,0,0,1,2,2,1,49,1,1,4,0,0,0,0,0,0,1,1,0,0,0,0,2,62,20,86,34
1308,2,5,1,1,13,4,0,0,0,0,1,2,2,4,12,4,1,3,0,1,0,0,0,0,0,0,0,0,0,0,2,77,28,140,48
1309,1,5,1,1,11,6,1,1,0,0,0,2,2,1,40,5,2,4,1,0,1,1,1,0,0,0,0,0,0,0,1,62,20,84,30
1310,1,4,1,3,13,4,1,0,0,0,0,2,2,2,40,4,1,6,0,1,1,1,0,0,0,0,0,0,0,0,2,57,19,81,29
1311,2,1,1,1,13,2,0,0,0,0,1,1,2,1,40,4,1,3,0,0,0,1,1,0,0,0,0,0,0,0,2,68,19,84,30
1312,2,3,4,3,6,4,0,0,0,0,1,2,2,1,49,2,1,4,0,0,0,0,0,0,0,0,1,0,0,0,2,72,16,84,28
1313,1,6,1,1,4,6,0,0,1,0,0,1,2,2,40,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,2,87,20,87,35
1314,2,4,1,1,3,4,1,0,0,0,0,1,2,4,40,1,2,4,1,0,0,1,1,0,0,0,0,0,0,0,2,72,23,92,28
1315,1,5,1,3,4,6,1,1,0,0,0,2,2,3,10,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,2,79,23,112,31
1316,2,6,1,1,1,6,1,0,0,0,0,2,2,2,12,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,79,24,117,40
1317,1,5,1,1,11,6,0,0,0,1,0,1,2,2,40,5,1,4,1,0,1,0,1,1,0,0,0,0,0,0,2,51,28,120,32
1318,2,6,1,2,8,6,0,0,0,0,1,2,2,2,23,6,1,2,0,0,1,0,0,0,0,0,0,0,0,0,2,75,28,84,32
1319,2,4,1,1,3,5,1,0,0,0,0,1,3,2,40,1,1,2,0,0,1,0,0,1,0,0,0,0,0,0,2,59,13,98,29
1320,1,5,1,1,11,6,0,0,0,0,1,1,2,4,40,5,1,4,0,0,1,1,0,1,0,0,0,0,0,0,2,60,24,83,30
1321,2,3,4,3,7,4,1,0,0,0,0,2,2,4,49,1,1,4,0,0,0,0,0,0,1,1,0,0,0,0,2,75,20,112,48
1322,2,1,1,1,15,2,0,0,0,0,1,1,2,1,40,2,1,6,1,1,1,1,1,1,0,0,0,0,0,0,2,69,21,108,27
1323,2,3,1,1,2,5,0,0,0,0,1,1,2,2,40,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,2,59,24,140,30
1324,1,6,1,3,11,6,1,0,0,0,0,2,2,2,12,3,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,81,22,118,37
1325,2,2,1,3,1,3,0,0,0,0,1,2,2,1,12,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,60,16,84,30
1326,2,3,1,1,13,5,0,0,0,0,1,1,2,4,40,4,2,4,0,1,1,0,0,0,0,0,0,0,0,0,1,90,21,111,36
1327,1,1,1,1,11,1,0,0,0,0,1,1,2,1,40,5,1,3,0,1,1,0,1,1,0,0,0,0,0,0,2,79,20,108,33
1328,2,3,1,1,13,4,0,0,0,0,1,1,2,4,40,4,1,4,1,1,0,1,0,0,0,0,0,0,0,0,2,85,23,140,40
1329,2,3,1,2,1,4,0,1,0,0,0,1,3,2,25,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,2,54,20,84,30
1330,2,3,4,1,3,2,0,0,0,0,1,2,2,4,49,1,2,4,0,0,0,0,0,0,0,1,0,0,0,0,1,71,25,71,42
1331,2,4,1,1,2,5,1,0,0,0,0,1,3,2,40,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,2,57,16,83,30
1332,2,4,1,1,2,5,1,0,0,0,0,1,2,2,40,2,1,4,1,0,0,0,0,0,0,0,0,0,0,0,2,80,28,140,34
1333,1,4,1,1,11,5,0,0,0,0,1,1,2,2,40,5,1,6,0,1,0,1,1,1,0,0,0,0,0,0,2,74,24,112,32
1334,2,5,1,1,2,5,1,1,0,0,0,1,2,2,40,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,2,66,16,112,32
1335,1,5,1,1,11,5,0,1,0,0,0,1,2,3,40,5,1,4,1,1,1,1,0,0,0,0,0,0,0,0,1,56,24,112,33
1336,2,2,1,1,12,2,0,0,0,0,1,1,2,1,40,4,1,6,0,1,0,1,1,1,0,0,0,0,0,0,2,69,19,90,33
1337,2,2,4,2,10,2,0,0,0,0,1,2,2,1,46,1,2,4,0,0,0,0,0,0,1,0,0,0,0,0,2,87,24,132,38
1338,2,4,1,1,2,5,0,0,0,0,1,2,2,1,40,2,1,5,0,0,0,0,0,1,0,0,0,0,0,0,2,72,18,112,30
1339,2,5,1,1,3,4,0,0,0,0,1,1,3,2,40,1,2,4,1,1,1,0,0,0,0,0,0,0,0,0,1,102,24,134,50
1340,2,2,1,1,12,3,0,0,0,0,1,1,2,4,40,4,1,6,1,0,1,0,1,0,0,0,0,0,0,0,2,68,18,91,34
1341,1,3,1,1,11,5,0,0,0,0,1,1,2,4,40,5,1,4,1,1,0,1,0,0,0,0,0,0,0,0,2,57,16,112,29
1342,1,3,1,3,1,4,0,0,0,0,1,2,2,1,12,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,57,24,83,30
1343,2,5,1,1,3,5,1,0,0,1,0,1,2,2,40,1,1,4,0,0,1,0,0,1,0,0,0,0,0,0,2,68,25,103,33
1344,2,6,2,1,3,6,1,0,0,0,0,2,3,2,8,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,2,85,24,104,36
1345,2,4,1,1,11,6,0,0,0,0,1,2,2,3,40,5,1,4,1,1,1,0,0,0,0,0,0,0,0,0,2,91,20,112,39
1346,1,3,4,1,2,3,0,0,0,0,1,2,2,1,49,3,2,4,0,0,0,0,0,0,0,0,1,0,0,0,1,55,20,96,30
